# Step 0-0 0-1 0-2 0-3 0-4 0-5 0-6 0-7 0-8 0-9 1-1 1-2 1-3 1-4 1-5 1-6 1-7 1-8 1-9 2-2 2-3 2-4 2-5 2-6 2-7 2-8 2-9 3-3 3-4 3-5 3-6 3-7 3-8 3-9 4-4 4-5 4-6 4-7 4-8 4-9 5-5 5-6 5-7 5-8 5-9 6-6 6-7 6-8 6-9 7-7 7-8 7-9 8-8 8-9 9-9 Units = [meV]
0.5  0.00000000 9.09430035 1.13911621 0.89969666 -0.26256498 1.00516897 -0.60635545 0.62572970 0.75060230 0.31515275 0.00000000 27.02668855 -5.00657668 1.13802197 8.05604356 -6.02277437 3.24550171 1.10074747 -3.27256609 0.00000000 -7.93764263 6.12222539 -6.14421772 -13.46319183 2.98324093 -2.77401168 4.62743903 0.00000000 -3.56634923 -66.60829649 -6.28733586 -7.62466007 4.57743160 1.05417839 0.00000000 9.46697458 -42.95856949 -5.75335060 -8.97190362 -8.89569848 0.00000000 -21.18232637 1.93557594 -5.90160710 1.52453117 0.00000000 20.32064632 -11.07150592 0.86809658 0.00000000 -21.18756307 8.29132320 0.00000000 -20.76215861 0.00000000
1.0  0.00000000 9.92226416 1.27392074 1.39271499 -1.08883866 0.77174419 -0.11889666 1.07811816 1.34955105 -0.61855435 0.00000000 -16.53976792 -3.87447840 2.85261982 7.17896712 -5.89494209 3.22168497 0.86017570 -3.08423148 0.00000000 -5.96740257 2.14920627 -5.76281750 -5.78498133 2.56227683 -2.71577177 4.81191209 0.00000000 1.09782963 -47.59970286 -2.86863194 -7.57504653 5.02786380 1.49959202 0.00000000 3.24970743 -29.53254247 -6.17897512 -8.52002502 -1.67833710 0.00000000 -26.82312669 -2.06929834 -6.28075579 1.45697757 0.00000000 15.01546293 -9.82600847 -0.13891603 0.00000000 -24.07255551 7.68827317 0.00000000 -6.31271006 0.00000000
1.5  0.00000000 10.80579889 0.83982751 0.82101546 -2.14267711 0.36667495 -0.76429318 0.65529814 1.23398576 -3.79496414 0.00000000 -0.71642180 -3.22394972 1.15816696 8.54950838 -5.91459793 3.08310832 0.89652823 -2.67823495 0.00000000 -6.51888166 -0.61565748 -5.55169082 -5.48571942 2.60536103 -2.26271508 4.97659518 0.00000000 16.09244256 -36.43128288 -0.57161841 -14.02021129 13.10425841 0.45105980 0.00000000 -0.69549471 -25.57750291 -6.75624772 -15.29558414 -1.53498222 0.00000000 -33.71697759 -2.05368335 -5.61027178 1.06999872 0.00000000 -4.00382925 -2.47576359 -1.42267497 0.00000000 -31.21372132 2.65530488 0.00000000 7.08554816 0.00000000
2.0  0.00000000 11.27002287 1.08300100 2.03776953 -0.54269852 1.42864638 -0.44482606 0.97322339 1.20557588 -1.58720025 0.00000000 -1.40241590 -1.27616124 2.28769583 6.82462514 -5.86627429 2.76506288 1.14431375 -2.19880995 0.00000000 -5.00021036 -5.18558629 -5.06405995 -12.98252972 2.85052120 -1.82865537 5.20610422 0.00000000 18.70592272 -44.58459361 1.92802884 -12.45150637 14.12435467 0.01232420 0.00000000 -11.80554117 -31.64882623 -7.09959897 -14.16243719 -1.27739040 0.00000000 -41.09166655 12.01706315 -7.12239023 0.88413944 0.00000000 18.21360021 1.30104539 4.85589786 0.00000000 -43.67492149 1.05109002 0.00000000 19.20348052 0.00000000
2.5  0.00000000 11.72220770 0.77433811 1.48830427 -1.39127802 1.04678216 -0.78355594 0.48742804 1.51006505 -3.00749590 0.00000000 -0.84992935 -0.17156747 2.81840337 5.82917553 -6.11718709 2.56897271 1.16751175 -1.25822070 0.00000000 -4.04236326 -8.99238600 -5.18347763 -4.77241427 2.60849919 -1.75471313 5.54856176 0.00000000 30.39256472 -24.71757604 3.94154730 -17.68661112 15.31473572 9.91143000 0.00000000 -10.95047695 -19.39100746 -8.30735542 -10.86057477 -1.26230598 0.00000000 -58.19877246 12.64227530 -9.94799590 1.14693827 0.00000000 13.72323567 15.73748925 -7.21332613 0.00000000 -49.04995061 0.69671475 0.00000000 35.06153260 0.00000000
3.0  0.00000000 11.95174309 0.55147081 -0.19120079 0.94080293 1.18958298 -0.90015494 -0.29140062 2.29925163 0.03880202 0.00000000 -0.43677400 0.63236869 3.43360597 5.31164824 -5.24986896 1.90262293 1.10391716 -0.77743400 0.00000000 -2.25138409 -12.22869256 -12.34604313 -10.07832373 8.92425649 -1.70357932 5.08796246 0.00000000 48.82054348 -17.47427005 -1.02665310 -9.47054962 15.32517079 1.87815960 0.00000000 -11.38716570 -14.06193814 -9.36007327 -18.76237737 -1.64782009 0.00000000 -66.05989738 12.89859501 -3.65881456 0.86990466 0.00000000 14.09519770 21.53581084 -8.12089180 0.00000000 -54.48038725 -10.78703241 0.00000000 29.79220930 0.00000000
3.5  0.00000000 12.02057509 0.42114060 -0.73379775 2.29802126 1.87723846 -1.01282383 -0.44197742 3.99340895 0.08881052 0.00000000 1.07058660 1.24059293 4.16592787 11.54538219 -4.62108074 2.32261089 1.18912422 -0.36418876 0.00000000 0.27035982 -15.22834671 -4.73723961 3.14087559 1.00637715 -1.40537520 4.89995322 0.00000000 81.60293088 -11.97395677 -1.15308385 -6.54429085 21.01461975 -5.60903811 0.00000000 -16.59945559 -18.22222779 -10.37898595 3.49420281 -8.73902307 0.00000000 -74.49641496 16.80957877 -11.99909054 1.44749134 0.00000000 16.54742433 29.99777354 -2.14771045 0.00000000 -60.94648811 -6.44350511 0.00000000 20.54108553 0.00000000
4.0  0.00000000 12.01225683 0.20890291 -2.06349618 0.53557545 1.50185593 -1.46103473 -0.50969858 2.58104250 0.16301076 0.00000000 1.87971697 1.49871601 4.51116972 3.99861679 -4.25042968 1.13934706 1.40621479 0.57204391 0.00000000 3.60483960 -17.53919804 -4.05357383 10.21568789 1.18574356 -1.39032083 -3.15520311 0.00000000 114.85237260 -13.06627025 2.97270398 -7.22061228 5.67930409 -2.50119870 0.00000000 -0.26386034 -10.14374001 -7.15824575 -12.97979065 5.81728583 0.00000000 -89.05899129 22.60185884 -3.10388813 2.26989832 0.00000000 24.72839704 62.20662399 -8.07611522 0.00000000 -67.12231766 -5.97450613 0.00000000 24.76320463 0.00000000
4.5  0.00000000 11.96095196 -0.02739926 -6.56335343 1.00823265 1.71454641 -1.53538987 -1.09440604 2.38738652 -0.23209839 0.00000000 2.71614130 1.50105913 4.70778112 3.05892961 -3.72997012 0.54808355 7.31927425 0.87020855 0.00000000 7.75979607 -18.49022501 -4.29980611 3.14610071 -2.22132647 -0.52281396 4.19802135 0.00000000 147.76978902 6.28193729 6.91629023 2.71184135 4.40521952 10.90207598 0.00000000 -2.93688590 -7.38899815 -13.71531600 -5.69313687 -7.74011007 0.00000000 -106.06172401 32.91268467 -9.87492402 2.04875160 0.00000000 41.57413700 80.65295827 -7.74661164 0.00000000 -70.25686335 -10.84576247 0.00000000 19.74592237 0.00000000
5.0  0.00000000 11.61786391 -0.13650350 -2.92511694 0.51497612 1.28443870 -1.83839043 -1.25983545 2.48779038 2.97176131 0.00000000 3.50140169 0.28427407 4.75082175 8.74659694 -3.92582145 0.07147831 0.55584921 1.76089498 0.00000000 12.69599314 -17.17868702 4.09269446 -3.38494336 11.69810382 -0.36142945 11.60036738 0.00000000 184.80996189 4.89157726 23.28952474 29.02067655 4.33069808 5.53234532 0.00000000 -35.88935113 -6.90144942 0.01230420 37.86441741 1.96267800 0.00000000 -138.51559269 51.38036466 -9.74650374 6.43609938 0.00000000 95.60435898 137.94873306 -8.97826653 0.00000000 -62.55738217 -8.20073096 0.00000000 13.45128981 0.00000000
5.5  0.00000000 11.26714281 -0.59429825 -0.41446857 -1.04519842 1.21048539 -1.98681438 -2.26555365 2.37930538 1.40973499 0.00000000 6.92456208 0.08669312 5.22770657 1.95039033 -2.84303355 -1.05177593 -3.64522394 2.75807609 0.00000000 18.00691614 -15.21802491 -2.99442638 -4.07206998 -2.15348312 -0.73596762 11.61694207 0.00000000 192.17582048 -3.40909728 -13.85783214 3.70622838 0.92222448 12.41941124 0.00000000 -4.22969858 -14.52081969 7.92493566 13.91919975 2.56463059 0.00000000 -185.61183026 80.87911297 -8.64027999 -0.67173537 0.00000000 175.50047911 201.39264408 -23.91623872 0.00000000 -20.05750304 -11.55345210 0.00000000 8.14812377 0.00000000
6.0  0.00000000 10.65264172 -0.26430566 -4.25651005 -0.04369692 0.77346276 0.01556245 -2.34225036 1.24014609 0.52453643 0.00000000 -1.73638480 -0.58345976 4.54221771 4.28262059 0.79653593 -0.56229131 1.87809912 0.10735402 0.00000000 22.14948622 -10.61641247 -3.28536352 -0.15100507 2.25210103 1.48755231 3.46932168 0.00000000 179.27241626 10.60259268 4.64043243 16.43302221 -1.03599880 -1.98358156 0.00000000 -9.23410161 -0.28223207 3.72658072 15.92378137 3.45776686 0.00000000 10.50364571 119.93874916 4.10892835 -0.78927409 0.00000000 10.39896691 6.17455478 -1.04018921 0.00000000 64.89161829 -11.79551931 0.00000000 0.27695479 0.00000000
6.5  0.00000000 10.07917836 -0.55301013 -2.41244686 -0.28061043 -0.17836402 0.02351113 -2.54259363 0.29718411 -1.30441044 0.00000000 4.66566898 -0.57180277 4.17587341 6.44631068 1.61882159 -0.99870202 0.74858439 -2.10179163 0.00000000 23.66362484 -6.25492711 -4.87031251 -0.84708862 2.66654875 2.60937014 11.63534792 0.00000000 168.73520775 12.39394312 2.94110738 20.86826481 -4.46500083 4.29321201 0.00000000 -29.94518012 -6.28896350 14.91843304 16.41814498 4.02788542 0.00000000 3.73806977 146.90169433 45.76728657 -12.11363988 0.00000000 20.97152630 9.48981841 -4.07041471 0.00000000 123.56262711 4.64946551 0.00000000 -11.47763169 0.00000000
7.0  0.00000000 9.27785461 -0.76289908 -1.70210349 -0.77207422 -1.43594044 -4.66817221 -1.88469763 -0.44905649 -3.26916478 0.00000000 4.76002167 -1.22106168 3.22991139 1.51072097 -14.94228987 -1.41927211 2.37205956 -0.25120688 0.00000000 24.50921520 -1.17595016 -5.79508999 -0.34346005 3.35758968 -2.12953825 2.92092300 0.00000000 185.00235768 -1.70997776 -28.84331983 29.59700717 -6.95186557 -3.62938169 0.00000000 -2.17984934 14.79324769 19.94630797 26.83215849 20.85391701 0.00000000 -351.40966014 164.58583222 83.42829545 1.52887746 0.00000000 -603.87207063 240.25482730 5.74988920 0.00000000 38.55462596 7.66458975 0.00000000 4.23552424 0.00000000
7.5  0.00000000 8.20700576 -0.73116948 -2.24352392 -3.09302562 -2.34454235 -4.61441721 0.41935085 -1.03677673 -1.11087268 0.00000000 4.43148891 -1.63013474 1.75355198 2.22655089 3.77268743 1.37534315 1.78954824 -1.20565679 0.00000000 23.66679328 4.65566654 -7.81461881 0.32853960 15.38418712 1.02288868 1.17364876 0.00000000 221.50416877 8.98903436 8.95240074 21.95007820 -12.21831172 4.32320450 0.00000000 -14.47772945 37.25052091 -2.08516171 15.48271825 12.28540894 0.00000000 -168.40995354 146.45064316 68.91347078 6.45273916 0.00000000 -494.94452646 170.86345064 7.84414471 0.00000000 -87.08400197 17.49105508 0.00000000 8.62365220 0.00000000
8.0  0.00000000 7.00936750 -0.54786275 -0.10718725 -4.23344518 -2.70517017 -3.92331900 0.68559882 -1.11235821 -0.11867066 0.00000000 3.97612761 -2.13344138 0.63633876 1.76070791 -9.30703881 1.66694119 -6.80059898 -1.01144179 0.00000000 20.83343619 10.83124267 -5.89621479 0.96297062 0.76761808 0.81787534 0.51437948 0.00000000 248.73839797 20.97749196 3.19672747 5.31121969 0.28009451 1.18311610 0.00000000 -10.30415479 -4.98344120 15.19131225 11.30970951 4.73909472 0.00000000 -101.51849299 104.59107541 51.86348428 -9.99447137 0.00000000 -123.74090501 107.00142630 4.14218988 0.00000000 -110.86729883 18.48462141 0.00000000 10.41536679 0.00000000
8.5  0.00000000 5.67106899 -0.88288608 2.74906633 -2.84235334 -3.55731928 -3.58311355 0.40719845 -1.50219898 -4.93577094 0.00000000 2.97801397 -1.58990314 -0.35613493 1.63918792 -3.42208646 2.03021227 -0.59922432 -1.61044040 0.00000000 15.13040992 15.29624358 -5.72931881 -7.73472071 0.43481237 1.00681423 -0.18831495 0.00000000 241.45924206 16.28377309 5.50797557 4.26407955 -8.75258307 -6.26622208 0.00000000 -10.58203815 4.66568280 15.84284574 8.73768828 -11.94490200 0.00000000 -80.75220276 78.65286903 39.64833621 -8.42001822 0.00000000 -32.10253354 74.81668566 -3.54585644 0.00000000 -95.45476798 20.23813974 0.00000000 8.22738087 0.00000000
